,age_building,count_floors_pre_eq,height_ft_pre_eq,plinth_area_sq_ft,land_surface_condition,foundation_type,roof_type,ground_floor_type,other_floor_type,position,plan_configuration,has_superstructure_adobe_mud,has_superstructure_mud_mortar_stone,has_superstructure_stone_flag,has_superstructure_cement_mortar_stone,has_superstructure_mud_mortar_brick,has_superstructure_cement_mortar_brick,has_superstructure_timber,has_superstructure_bamboo,has_superstructure_rc_non_engineered,has_superstructure_rc_engineered,condition_post_eq,has_geotechnical_risk,has_geotechnical_risk_fault_crack,has_geotechnical_risk_flood,has_geotechnical_risk_land_settlement,has_geotechnical_risk_landslide,has_geotechnical_risk_liquefaction,has_geotechnical_risk_other,has_geotechnical_risk_rock_fall,damage_grade
316848,70,2,16,619,0,2,1,2,1,1,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
427351,50,2,19,234,0,2,1,2,2,3,2,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,1,4
159407,35,2,14,375,0,2,1,2,2,0,0,1,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
282753,25,3,18,364,0,2,2,2,1,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
487673,13,2,13,190,0,2,1,2,1,3,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3
470631,50,1,6,200,0,3,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
129026,50,4,28,600,0,2,2,1,2,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
138616,2,5,45,412,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,4
536902,45,2,12,312,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1
38332,50,2,11,196,0,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1
552148,12,2,22,340,0,2,1,2,2,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1
209483,17,1,16,378,0,3,1,2,3,3,0,0,1,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,1
577745,2,1,10,155,1,1,1,2,3,3,0,0,1,0,1,0,0,1,0,0,0,5,1,1,0,0,0,0,0,0,3
10753,61,2,13,364,0,2,1,2,2,3,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,4
215354,7,2,20,370,0,3,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1
21994,12,2,12,310,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
290422,30,2,18,328,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
330927,60,2,14,575,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
69235,16,3,21,210,0,2,1,2,2,3,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2
376373,42,2,18,421,2,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
366641,28,2,12,285,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
101183,20,2,14,350,0,2,1,2,2,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
442000,35,2,14,670,0,2,1,2,1,3,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,4
403721,10,1,8,480,0,2,1,2,3,3,0,1,0,0,0,1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,2
163456,90,5,40,512,0,2,1,1,2,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2
407109,5,3,24,315,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
498915,17,2,16,322,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3
252757,5,1,8,198,0,2,2,2,3,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
515138,2,1,11,1392,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
397470,32,3,30,1185,1,2,2,2,2,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
305719,20,3,20,340,0,2,1,2,2,0,2,0,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,4
590796,15,2,22,450,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
114074,26,2,16,345,0,2,2,2,1,3,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
304270,14,2,14,375,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
315357,7,2,14,435,1,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
39391,21,2,14,522,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
72894,40,2,19,408,0,2,1,2,2,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2
381164,65,2,20,270,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
200555,12,2,14,594,0,3,1,2,2,3,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,2
440670,23,2,20,280,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
573695,11,2,12,506,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
175814,26,2,9,325,0,2,1,1,2,3,0,0,1,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,1
39302,32,2,14,720,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
417866,35,2,18,400,0,2,1,2,1,3,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
291059,85,3,16,304,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
177937,3,2,14,364,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
86525,29,3,21,784,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1
90176,25,2,13,150,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
357442,23,2,14,420,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,4
241497,25,1,10,288,1,1,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
324836,4,2,18,230,1,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,0,4
493267,18,2,12,542,1,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
135392,50,3,22,800,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,4
344957,11,3,24,600,0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
196292,26,2,16,228,0,2,2,2,2,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
83892,23,2,12,600,1,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
48256,20,2,15,250,1,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
139948,100,4,28,400,0,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
74568,15,1,12,420,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
57000,45,1,7,480,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
345187,7,2,14,486,0,2,1,1,2,3,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
287414,70,2,12,220,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
132775,50,2,15,460,0,2,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
53790,25,1,7,180,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1
362237,27,2,14,495,0,2,2,2,2,0,0,1,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3
543044,12,1,6,265,0,2,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
59150,7,1,6,130,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
463713,7,2,16,305,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1
567670,21,2,13,594,0,2,1,2,2,3,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
470466,10,2,12,223,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
79032,58,2,14,304,0,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
415284,4,3,25,575,2,2,1,0,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
8402,15,2,14,266,0,2,1,2,2,3,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1
522881,3,2,14,350,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
566414,5,2,16,222,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4
180039,25,1,8,640,0,2,2,2,3,3,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,4
239016,35,2,16,450,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4
371896,3,1,8,306,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,2
466281,35,2,12,320,1,2,1,1,2,3,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
544519,4,1,9,875,0,2,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1
351112,14,3,21,360,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
287735,1,1,12,310,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
559542,15,2,15,443,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4
564399,5,2,18,336,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,3
393615,23,2,22,495,1,2,1,2,2,3,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
200063,0,2,18,303,0,2,2,2,2,3,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,4
280809,20,3,10,627,0,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
227197,35,3,21,360,0,2,2,2,1,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
521200,21,2,18,620,1,3,1,2,2,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
268602,22,2,12,380,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
384731,32,2,18,260,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
137431,50,3,24,450,0,2,1,1,2,1,0,1,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,3
83574,10,1,9,594,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
297825,35,2,12,360,0,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4
267922,30,3,27,446,1,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
192436,25,1,8,294,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
152266,40,2,18,315,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
506108,9,1,6,162,0,2,1,2,3,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
524065,80,2,18,360,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1
131590,80,2,13,350,0,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
535701,32,1,10,352,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
77942,35,1,8,400,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
291658,50,3,17,409,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
329207,10,2,12,350,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
520051,25,2,21,450,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
172484,30,2,10,159,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
581102,27,3,21,300,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
441131,3,1,10,340,1,2,1,2,3,3,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
261604,36,2,14,390,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
246256,11,2,18,600,0,2,1,2,2,3,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2
61104,1,2,14,880,0,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
593721,14,2,12,285,0,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
537747,2,1,15,671,0,1,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425101,10,3,21,800,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
455255,19,2,14,600,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
417209,15,3,25,300,0,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
382137,28,2,12,350,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
329919,32,2,16,380,1,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
475173,14,2,14,180,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
140833,80,4,30,200,0,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4
571244,45,3,24,574,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
117870,25,3,21,780,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
238871,50,1,7,176,0,2,2,2,3,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
177000,12,2,18,336,0,2,2,2,2,3,0,0,1,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,3
50406,10,1,10,624,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
504632,14,2,15,600,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3
423310,45,3,20,950,0,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
583269,20,1,8,700,0,2,1,2,3,3,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
113558,25,3,21,545,0,2,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
459934,4,2,17,675,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
20753,5,2,18,498,0,2,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
369151,35,3,20,345,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
74055,20,1,10,270,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
519658,4,1,11,352,0,2,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357701,3,2,14,336,1,1,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,4
543878,40,2,14,450,0,3,2,2,2,3,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
454233,22,2,20,398,0,2,1,2,1,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2
199977,10,2,18,303,0,3,2,2,2,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2
379602,22,2,14,378,1,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
592513,11,2,15,455,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4
81192,35,1,8,560,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
116845,26,3,30,700,0,2,1,2,1,3,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
356106,15,2,15,230,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
149824,15,2,23,350,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
80384,40,2,20,520,1,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
383482,20,2,21,560,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
312483,6,2,16,345,0,2,1,2,1,3,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
167129,22,3,25,490,0,2,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
114469,25,3,24,450,0,1,1,2,2,3,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,4
127146,90,3,18,630,1,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
16125,25,2,16,560,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4
153587,20,2,24,540,2,2,1,2,1,3,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2
355702,25,2,18,435,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
577373,3,1,15,155,2,2,1,2,3,3,2,0,1,1,0,0,0,1,1,0,0,2,1,0,0,1,1,0,0,0,4
342801,8,1,12,390,0,2,1,1,3,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
235540,2,1,6,335,2,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,1,2
593939,15,2,12,420,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
12651,22,2,15,405,0,2,2,2,1,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
584871,45,3,27,2160,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
519760,16,2,18,470,0,3,2,2,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
597768,15,2,12,210,1,2,2,2,1,3,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,1,4
437470,14,2,15,263,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
150040,50,3,24,627,0,2,1,2,2,3,0,1,1,0,0,0,0,1,1,1,0,6,0,0,0,0,0,0,0,0,3
279627,16,2,14,493,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
393738,11,1,7,400,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
101590,16,2,12,303,0,2,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
161379,36,2,12,300,2,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
286033,5,2,14,285,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
231737,27,1,6,220,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,3
482667,15,2,13,250,0,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,3
29861,5,1,10,825,0,1,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
184350,17,2,16,294,1,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
100801,25,3,19,689,0,1,1,2,1,3,0,1,1,0,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2
140766,88,5,40,257,0,2,1,2,1,2,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,3
260648,60,1,18,305,0,2,2,2,3,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
489325,15,2,12,330,0,2,1,1,2,3,0,1,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3
88103,7,3,21,486,1,2,1,2,2,3,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
111011,50,5,40,850,0,2,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
132294,30,3,22,400,0,2,1,2,1,1,0,0,1,0,0,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,4
173715,30,1,11,230,0,2,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
518503,35,2,20,320,1,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
375790,18,2,18,380,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
38179,7,1,7,425,0,0,1,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
131747,50,2,25,210,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
59451,35,2,15,415,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
1608,8,2,14,380,0,2,1,2,2,3,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,4
83509,18,2,12,351,0,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
578789,50,2,14,294,0,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,4
256421,5,3,20,260,0,2,2,2,2,3,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3
567550,18,2,18,150,1,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,1,1,0,1,0,1,0,0,3
476318,3,1,10,350,0,2,1,2,3,3,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1
169848,34,3,21,690,0,2,2,1,1,3,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4
467198,40,3,22,240,0,2,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
549815,15,2,20,380,0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
552250,40,2,22,420,0,2,1,2,2,3,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2
34461,18,2,11,280,1,2,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,2
136776,80,3,21,700,0,2,2,1,2,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
492240,25,1,14,180,1,2,2,2,3,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
360818,14,2,14,545,0,2,2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
88735,61,2,18,449,0,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
213294,10,2,16,486,0,3,2,2,2,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
474958,16,2,16,400,1,2,1,2,1,3,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
42357,60,2,18,378,2,2,1,2,1,3,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,4
250226,27,2,16,285,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3
551782,18,2,16,405,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
256578,7,2,18,192,0,2,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2
241824,2,2,16,420,2,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2
465586,35,3,21,220,0,2,1,1,2,3,0,0,1,0,0,0,0,1,0,0,0,3,1,1,1,0,1,0,0,0,4
325958,20,3,21,972,0,2,1,2,2,3,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
